filename,mean_pred
H0000.dat,nan
H0001.dat,nan
H0002.dat,nan
H0003.dat,nan
H0004.dat,nan
H0005.dat,nan
H0006.dat,nan
H0007.dat,nan
H0008.dat,nan
H0009.dat,nan
H0010.dat,nan
H0011.dat,nan
H0012.dat,nan
H0013.dat,nan
H0014.dat,nan
H0015.dat,nan
H0016.dat,nan
H0017.dat,nan
H0018.dat,nan
H0019.dat,nan
H0020.dat,nan
H0021.dat,nan
H0022.dat,nan
H0023.dat,nan
H0024.dat,nan
H0025.dat,nan
H0026.dat,nan
H0027.dat,nan
H0028.dat,nan
H0029.dat,nan
H0030.dat,nan
H0031.dat,nan
H0032.dat,nan
H0033.dat,nan
H0034.dat,nan
H0035.dat,nan
H0036.dat,nan
H0037.dat,nan
H0038.dat,nan
H0039.dat,nan
H0040.dat,nan
H0041.dat,nan
H0042.dat,nan
H0043.dat,nan
H0044.dat,nan
H0045.dat,nan
H0046.dat,nan
H0047.dat,nan
H0048.dat,nan
H0049.dat,nan
H0050.dat,nan
H0051.dat,nan
H0052.dat,nan
H0053.dat,nan
H0054.dat,nan
H0055.dat,nan
H0056.dat,nan
H0057.dat,nan
H0058.dat,nan
H0059.dat,nan
H0060.dat,nan
H0061.dat,nan
H0062.dat,nan
H0063.dat,nan
H0064.dat,nan
H0065.dat,nan
H0066.dat,nan
H0067.dat,nan
H0068.dat,nan
H0069.dat,nan
H0070.dat,nan
H0071.dat,nan
H0072.dat,nan
H0073.dat,nan
H0074.dat,nan
H0075.dat,nan
H0076.dat,nan
H0077.dat,nan
H0078.dat,nan
H0079.dat,nan
H0080.dat,nan
H0081.dat,nan
H0082.dat,nan
H0083.dat,nan
H0084.dat,nan
H0085.dat,nan
H0086.dat,nan
H0087.dat,nan
H0088.dat,nan
H0089.dat,nan
H0090.dat,nan
H0091.dat,nan
H0092.dat,nan
H0093.dat,nan
H0094.dat,nan
H0095.dat,nan
H0096.dat,nan
H0097.dat,nan
H0098.dat,nan
H0099.dat,nan
H0100.dat,nan
H0101.dat,nan
H0102.dat,nan
H0103.dat,nan
H0104.dat,nan
H0105.dat,nan
H0106.dat,nan
H0107.dat,nan
H0108.dat,nan
H0109.dat,nan
H0110.dat,nan
H0111.dat,nan
H0112.dat,nan
H0113.dat,nan
H0114.dat,nan
H0115.dat,nan
H0116.dat,nan
H0117.dat,nan
H0118.dat,nan
H0119.dat,nan
H0120.dat,nan
H0121.dat,nan
H0122.dat,nan
H0123.dat,nan
H0124.dat,nan
H0125.dat,nan
H0126.dat,nan
H0127.dat,nan
H0128.dat,nan
H0129.dat,nan
H0130.dat,nan
H0131.dat,nan
H0132.dat,nan
H0133.dat,nan
H0134.dat,nan
H0135.dat,nan
H0136.dat,nan
H0137.dat,nan
H0138.dat,nan
H0139.dat,nan
H0140.dat,nan
H0141.dat,nan
H0142.dat,nan
H0143.dat,nan
H0144.dat,nan
H0145.dat,nan
H0146.dat,nan
H0147.dat,nan
H0148.dat,nan
H0149.dat,nan
H0150.dat,nan
H0151.dat,nan
H0152.dat,nan
H0153.dat,nan
H0154.dat,nan
H0155.dat,nan
H0156.dat,nan
H0157.dat,nan
H0158.dat,nan
H0159.dat,nan
H0160.dat,nan
H0161.dat,nan
H0162.dat,nan
H0163.dat,nan
H0164.dat,nan
H0165.dat,nan
H0166.dat,nan
H0167.dat,nan
H0168.dat,nan
H0169.dat,nan
H0170.dat,nan
H0171.dat,nan
H0172.dat,nan
H0173.dat,nan
H0174.dat,nan
H0175.dat,nan
H0176.dat,nan
H0177.dat,nan
H0178.dat,nan
H0179.dat,nan
H0180.dat,nan
H0181.dat,nan
H0182.dat,nan
H0183.dat,nan
H0184.dat,nan
H0185.dat,nan
H0186.dat,nan
H0187.dat,nan
H0188.dat,nan
H0189.dat,nan
H0190.dat,nan
H0191.dat,nan
H0192.dat,nan
H0193.dat,nan
H0194.dat,nan
H0195.dat,nan
H0196.dat,nan
H0197.dat,nan
H0198.dat,nan
H0199.dat,nan
